match_id,date,team_1,team_2,winner,result,venue,city,toss_winner,toss_decision,by_runs,by_wickets
1199528,2019-10-24,Bermuda,Scotland,Scotland,,Dubai International Cricket Stadium,Dubai,Bermuda,field,46.0,
1199530,2019-10-25,Ireland,Jersey,Ireland,,Tolerance Oval,Abu Dhabi,Ireland,field,,8.0
1199531,2019-10-25,Kenya,Namibia,Namibia,,Dubai International Cricket Stadium,Dubai,Namibia,bat,87.0,
1199532,2019-10-25,Canada,Oman,Oman,,Sheikh Zayed Stadium,Abu Dhabi,Canada,bat,,8.0
1201668,2019-10-25,Spain,Portugal,Spain,,La Manga Club Bottom Ground,Murcia,Spain,field,,8.0
1201669,2019-10-26,Gibraltar,Portugal,Portugal,,La Manga Club Bottom Ground,Murcia,Gibraltar,bat,,6.0
1199533,2019-10-26,Ireland,Nigeria,Ireland,,Sheikh Zayed Stadium,Abu Dhabi,Nigeria,bat,,8.0
1199534,2019-10-26,Bermuda,Netherlands,Netherlands,,Dubai International Cricket Stadium,Dubai,Netherlands,bat,92.0,
1201670,2019-10-26,Spain,Gibraltar,Spain,,La Manga Club Bottom Ground,Murcia,Spain,field,,8.0
1201671,2019-10-26,Spain,Portugal,Spain,,La Manga Club Bottom Ground,Murcia,Portugal,field,29.0,
1199535,2019-10-26,Namibia,Singapore,Namibia,,Dubai International Cricket Stadium,Dubai,Singapore,field,87.0,
1183524,2019-10-27,Australia,Sri Lanka,Australia,,Adelaide Oval,Adelaide,Sri Lanka,field,134.0,
1199536,2019-10-27,Kenya,Papua New Guinea,Papua New Guinea,,Dubai International Cricket Stadium,Dubai,Kenya,field,45.0,
1199537,2019-10-27,Hong Kong,Nigeria,Hong Kong,,Tolerance Oval,Abu Dhabi,Nigeria,bat,,5.0
1199538,2019-10-27,Jersey,Oman,Jersey,,Sheikh Zayed Stadium,Abu Dhabi,Oman,field,14.0,
1201673,2019-10-27,Spain,Gibraltar,Spain,,La Manga Club Bottom Ground,Murcia,Spain,field,,6.0
1199539,2019-10-27,Netherlands,Scotland,Netherlands,,Dubai International Cricket Stadium,Dubai,Netherlands,field,,4.0
1199540,2019-10-27,United Arab Emirates,Canada,United Arab Emirates,,Sheikh Zayed Stadium,Abu Dhabi,Canada,field,14.0,
1199541,2019-10-29,United Arab Emirates,Netherlands,Netherlands,,Dubai International Cricket Stadium,Dubai,United Arab Emirates,bat,,8.0
1152840,2019-05-05,England,Pakistan,England,,Sophia Gardens,Cardiff,Pakistan,bat,,7.0
1199542,2019-10-29,Namibia,Oman,Namibia,,Dubai International Cricket Stadium,Dubai,Namibia,bat,54.0,
1183525,2019-10-30,Australia,Sri Lanka,Australia,,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Sri Lanka,bat,,9.0
1199543,2019-10-30,United Arab Emirates,Scotland,Scotland,,Dubai International Cricket Stadium,Dubai,Scotland,bat,90.0,
1199544,2019-10-30,Hong Kong,Oman,Oman,,Dubai International Cricket Stadium,Dubai,Oman,bat,12.0,
1199545,2019-10-31,Oman,Scotland,Scotland,,ICC Academy,Dubai,Oman,bat,,5.0
1183526,2019-11-01,Australia,Sri Lanka,Australia,,Melbourne Cricket Ground,Melbourne,Australia,field,,7.0
1187665,2019-11-01,New Zealand,England,England,,Hagley Oval,Christchurch,England,field,,7.0
1199546,2019-11-01,Ireland,Netherlands,Netherlands,,Dubai International Cricket Stadium,Dubai,Ireland,field,21.0,
1199547,2019-11-01,Namibia,Papua New Guinea,Papua New Guinea,,Dubai International Cricket Stadium,Dubai,Papua New Guinea,bat,18.0,
1183528,2019-11-05,Australia,Pakistan,Australia,,Manuka Oval,Canberra,Pakistan,bat,,7.0
1187013,2019-11-03,India,Bangladesh,Bangladesh,,Arun Jaitley Stadium,Delhi,Bangladesh,field,,7.0
1199548,2019-11-02,Ireland,Namibia,Ireland,,Dubai International Cricket Stadium,Dubai,Ireland,bat,27.0,
1199549,2019-11-02,Netherlands,Papua New Guinea,Netherlands,,Dubai International Cricket Stadium,Dubai,Papua New Guinea,bat,,7.0
1187666,2019-11-03,New Zealand,England,New Zealand,,Westpac Stadium,Wellington,England,field,21.0,
1187667,2019-11-05,New Zealand,England,New Zealand,,Saxton Oval,Nelson,New Zealand,bat,14.0,
1187668,2019-11-08,New Zealand,England,England,,McLean Park,Napier,New Zealand,field,76.0,
1183529,2019-11-08,Australia,Pakistan,Australia,,Perth Stadium,Perth,Australia,field,,10.0
1187014,2019-11-07,India,Bangladesh,India,,Saurashtra Cricket Association Stadium,Rajkot,India,field,,8.0
1187015,2019-11-10,India,Bangladesh,India,,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,Bangladesh,field,30.0,
1208606,2019-12-05,Nepal,Bhutan,Nepal,,Tribhuvan University International Cricket Ground,Kirtipur,Bhutan,field,141.0,
1187018,2019-12-06,India,West Indies,India,,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,field,,6.0
1187019,2019-12-08,India,West Indies,West Indies,,Greenfield International Stadium,Thiruvananthapuram,West Indies,field,,8.0
1187020,2019-12-11,India,West Indies,India,,Wankhede Stadium,Mumbai,West Indies,field,67.0,
1208609,2019-12-06,Nepal,Maldives,Nepal,,Tribhuvan University International Cricket Ground,Kirtipur,Nepal,bat,84.0,
1208613,2019-12-09,Nepal,Maldives,Nepal,,Tribhuvan University International Cricket Ground,Kirtipur,Nepal,field,,5.0
1144173,2019-03-22,South Africa,Sri Lanka,South Africa,,SuperSport Park,Centurion,Sri Lanka,field,16.0,
1144174,2019-03-24,South Africa,Sri Lanka,South Africa,,The Wanderers Stadium,Johannesburg,Sri Lanka,field,45.0,
1176792,2019-03-22,Papua New Guinea,Philippines,Papua New Guinea,,Amini Park,Port Moresby,Philippines,field,133.0,
1176793,2019-03-22,Papua New Guinea,Vanuatu,Papua New Guinea,,Amini Park,Port Moresby,Vanuatu,bat,,8.0
1176794,2019-03-23,Philippines,Vanuatu,Vanuatu,,Amini Park,Port Moresby,Vanuatu,bat,63.0,
1176796,2019-03-24,Philippines,Vanuatu,Philippines,,Amini Park,Port Moresby,Vanuatu,field,10.0,
1176797,2019-03-24,Papua New Guinea,Vanuatu,Papua New Guinea,,Amini Park,Port Moresby,Vanuatu,bat,,10.0
1177485,2019-03-16,United Arab Emirates,United States of America,United Arab Emirates,,ICC Academy,Dubai,United Arab Emirates,bat,24.0,
1158071,2019-03-05,West Indies,England,England,,"Darren Sammy National Cricket Stadium, St Lucia",Gros Islet,England,field,,4.0
1158072,2019-03-08,West Indies,England,England,,"Warner Park, St Kitts",Basseterre,West Indies,field,137.0,
1158073,2019-03-10,West Indies,England,England,,"Warner Park, St Kitts",Basseterre,West Indies,bat,,8.0
1168248,2019-02-27,India,Australia,Australia,,M.Chinnaswamy Stadium,Bengaluru,Australia,field,,7.0
1202243,2020-01-07,India,Sri Lanka,India,,Holkar Cricket Stadium,Indore,India,field,,7.0
1202244,2020-01-10,India,Sri Lanka,India,,Maharashtra Cricket Association Stadium,Pune,Sri Lanka,field,78.0,
1144161,2019-02-01,South Africa,Pakistan,South Africa,,Newlands,Cape Town,Pakistan,field,6.0,
1144162,2019-02-03,South Africa,Pakistan,South Africa,,The Wanderers Stadium,Johannesburg,Pakistan,field,7.0,
1200427,2019-09-18,Ireland,Netherlands,Netherlands,,"The Village, Malahide",Dublin,Ireland,bat,,6.0
1203676,2020-01-15,West Indies,Ireland,Ireland,,"National Cricket Stadium, Grenada",St George's,Ireland,bat,4.0,
1203678,2020-01-19,West Indies,Ireland,West Indies,,"Warner Park, St Kitts",Basseterre,West Indies,field,,9.0
1213058,2020-01-24,Pakistan,Bangladesh,Pakistan,,Gaddafi Stadium,Lahore,Bangladesh,bat,,5.0
1213059,2020-01-25,Pakistan,Bangladesh,Pakistan,,Gaddafi Stadium,Lahore,Bangladesh,bat,,9.0
1187677,2020-01-24,New Zealand,India,India,,Eden Park,Auckland,India,field,,6.0
1187678,2020-01-26,New Zealand,India,India,,Eden Park,Auckland,New Zealand,bat,,7.0
1187681,2020-02-02,New Zealand,India,India,,Bay Oval,Mount Maunganui,India,bat,7.0,
1185313,2020-02-12,South Africa,England,South Africa,,Buffalo Park,East London,England,field,1.0,
1185314,2020-02-14,South Africa,England,England,,Kingsmead,Durban,South Africa,field,2.0,
1185315,2020-02-16,South Africa,England,England,,SuperSport Park,Centurion,South Africa,bat,,5.0
1215136,2020-02-20,Malaysia,Hong Kong,Malaysia,,Kinrara Academy Oval,Kuala Lumpur,Malaysia,bat,21.0,
1185316,2020-02-21,South Africa,Australia,Australia,,The Wanderers Stadium,Johannesburg,South Africa,field,107.0,
1215137,2020-02-21,Malaysia,Hong Kong,Malaysia,,Kinrara Academy Oval,Kuala Lumpur,Malaysia,bat,35.0,
1185317,2020-02-23,South Africa,Australia,South Africa,,St George's Park,Port Elizabeth,South Africa,bat,12.0,
1215138,2020-02-23,Malaysia,Hong Kong,Malaysia,,Kinrara Academy Oval,Kuala Lumpur,Malaysia,bat,8.0,
1215139,2020-02-24,Malaysia,Hong Kong,Malaysia,,Kinrara Academy Oval,Kuala Lumpur,Malaysia,bat,13.0,
1215159,2020-02-25,Oman,Maldives,Oman,,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,field,,10.0
1215160,2020-02-25,Saudi Arabia,United Arab Emirates,United Arab Emirates,,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,United Arab Emirates,bat,12.0,
1185318,2020-02-26,South Africa,Australia,Australia,,Newlands,Cape Town,South Africa,field,97.0,
1215140,2020-02-26,Malaysia,Hong Kong,Malaysia,,Kinrara Academy Oval,Kuala Lumpur,Hong Kong,bat,,6.0
1215161,2020-02-25,Bahrain,Qatar,Bahrain,,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Qatar,bat,,6.0
1215162,2020-02-25,Iran,Kuwait,Kuwait,,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Kuwait,field,,8.0
1215163,2020-02-26,Kuwait,Bahrain,Kuwait,,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Bahrain,field,87.0,
1215164,2020-02-26,Qatar,United Arab Emirates,United Arab Emirates,,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,United Arab Emirates,bat,28.0,
1217738,2020-02-29,Thailand,Singapore,Singapore,,Terdthai Cricket Ground,Bangkok,Thailand,field,43.0,
1217740,2020-03-01,Hong Kong,Nepal,Hong Kong,,Terdthai Cricket Ground,Bangkok,Nepal,field,43.0,
1217741,2020-03-01,Thailand,Malaysia,Malaysia,,Terdthai Cricket Ground,Bangkok,Thailand,bat,,8.0
1217742,2020-03-03,Malaysia,Singapore,Singapore,,Terdthai Cricket Ground,Bangkok,Singapore,bat,128.0,
1217744,2020-03-04,Thailand,Nepal,Nepal,,Terdthai Cricket Ground,Bangkok,Thailand,bat,,9.0
1217745,2020-03-04,Hong Kong,Singapore,Singapore,,Terdthai Cricket Ground,Bangkok,Singapore,bat,16.0,
1213874,2020-03-04,Sri Lanka,West Indies,West Indies,,Pallekele International Cricket Stadium,Kandy,West Indies,bat,25.0,
1213875,2020-03-06,Sri Lanka,West Indies,West Indies,,Pallekele International Cricket Stadium,Kandy,West Indies,field,,7.0
1217747,2020-03-06,Hong Kong,Malaysia,Hong Kong,,Terdthai Cricket Ground,Bangkok,Malaysia,bat,,6.0
1207081,2020-03-08,Spain,Germany,Spain,,Desert Springs Cricket Ground,Almeria,Spain,field,,9.0
1207082,2020-03-08,Spain,Germany,Germany,,Desert Springs Cricket Ground,Almeria,Spain,field,58.0,
1214671,2020-03-11,Bangladesh,Zimbabwe,Bangladesh,,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,field,,9.0
1144163,2019-02-06,South Africa,Pakistan,Pakistan,,SuperSport Park,Centurion,South Africa,field,27.0,
1153696,2019-02-06,New Zealand,India,New Zealand,,Westpac Stadium,Wellington,India,field,80.0,
1153697,2019-02-08,New Zealand,India,India,,Eden Park,Auckland,New Zealand,bat,,7.0
1153698,2019-02-10,New Zealand,India,New Zealand,,Seddon Park,Hamilton,India,field,4.0,
1153843,2019-01-11,New Zealand,Sri Lanka,New Zealand,,Eden Park,Auckland,Sri Lanka,field,35.0,
1168247,2019-02-24,India,Australia,Australia,,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,Australia,field,,3.0
1170457,2019-01-31,United Arab Emirates,Nepal,United Arab Emirates,,ICC Academy,Dubai,Nepal,field,21.0,
1170458,2019-02-01,United Arab Emirates,Nepal,Nepal,,ICC Academy,Dubai,United Arab Emirates,bat,,4.0
1170459,2019-02-03,United Arab Emirates,Nepal,Nepal,,ICC Academy,Dubai,United Arab Emirates,field,14.0,
1172505,2019-02-13,Netherlands,Scotland,Netherlands,,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Netherlands,field,,7.0
1172506,2019-02-13,Oman,Ireland,Ireland,,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,field,15.0,
1172507,2019-02-15,Oman,Netherlands,Netherlands,,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Netherlands,field,,8.0
1172508,2019-02-15,Ireland,Scotland,Scotland,,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Scotland,field,,6.0
1172509,2019-02-17,Ireland,Netherlands,Ireland,,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Ireland,field,,1.0
1172510,2019-02-17,Oman,Scotland,Scotland,,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Scotland,field,,7.0
1153317,2018-12-17,Bangladesh,West Indies,West Indies,,Sylhet International Cricket Stadium,Sylhet,Bangladesh,bat,,8.0
1153318,2018-12-20,Bangladesh,West Indies,Bangladesh,,"Shere Bangla National Stadium, Mirpur",Dhaka,West Indies,field,36.0,
1153319,2018-12-22,Bangladesh,West Indies,West Indies,,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,field,50.0,
1072316,2018-02-03,New Zealand,Australia,Australia,,Sydney Cricket Ground,,Australia,field,,7.0
1072317,2018-02-07,England,Australia,Australia,,Bellerive Oval,Hobart,Australia,field,,5.0
1072318,2018-02-10,England,Australia,Australia,,Melbourne Cricket Ground,,Australia,field,,7.0
1072319,2018-02-13,New Zealand,England,New Zealand,,Westpac Stadium,Wellington,England,field,12.0,
1072320,2018-02-16,New Zealand,Australia,Australia,,Eden Park,Auckland,New Zealand,bat,,5.0
1072321,2018-02-18,England,New Zealand,England,,Seddon Park,Hamilton,New Zealand,field,2.0,
1072322,2018-02-21,New Zealand,Australia,Australia,,Eden Park,Auckland,New Zealand,bat,19.0,
1115798,2017-12-29,New Zealand,West Indies,New Zealand,,Saxton Oval,Nelson,West Indies,field,47.0,
1162727,2018-10-22,United Arab Emirates,Australia,Australia,,Tolerance Oval,Abu Dhabi,United Arab Emirates,bat,,7.0
1157760,2018-11-06,India,West Indies,India,,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,West Indies,field,71.0,
1157759,2018-11-04,West Indies,India,India,,Eden Gardens,Kolkata,India,field,,5.0
1157761,2018-11-11,West Indies,India,India,,"MA Chidambaram Stadium, Chepauk",Chennai,West Indies,bat,,6.0
1157372,2018-10-24,Pakistan,Australia,Pakistan,,Sheikh Zayed Stadium,Abu Dhabi,Australia,field,66.0,
1157373,2018-10-26,Pakistan,Australia,Pakistan,,Dubai International Cricket Stadium,,Pakistan,bat,11.0,
1157374,2018-10-28,Pakistan,Australia,Pakistan,,Dubai International Cricket Stadium,,Pakistan,bat,33.0,
1157375,2018-10-31,Pakistan,New Zealand,Pakistan,,Sheikh Zayed Stadium,Abu Dhabi,Pakistan,bat,2.0,
1157376,2018-11-02,New Zealand,Pakistan,Pakistan,,Dubai International Cricket Stadium,,New Zealand,bat,,6.0
1157377,2018-11-04,Pakistan,New Zealand,Pakistan,,Dubai International Cricket Stadium,,Pakistan,bat,47.0,
1146723,2018-07-31,Bangladesh,West Indies,West Indies,,"Warner Park, Basseterre",St Kitts,West Indies,field,,7.0
1146725,2018-08-05,Bangladesh,West Indies,Bangladesh,,Central Broward Regional Park Stadium Turf Ground,Lauderhill,Bangladesh,bat,19.0,
1115800,2018-01-03,New Zealand,West Indies,New Zealand,,Bay Oval,Mount Maunganui,New Zealand,bat,119.0,
1115807,2018-01-22,Pakistan,New Zealand,New Zealand,,Westpac Stadium,Wellington,New Zealand,field,,7.0
1115808,2018-01-25,Pakistan,New Zealand,Pakistan,,Eden Park,Auckland,Pakistan,bat,48.0,
1115809,2018-01-28,Pakistan,New Zealand,Pakistan,,Bay Oval,Mount Maunganui,Pakistan,bat,18.0,
1119542,2018-06-27,England,Australia,England,,Edgbaston,Birmingham,Australia,field,28.0,
1119543,2018-07-03,England,India,India,,Old Trafford,Manchester,India,field,,8.0
1119544,2018-07-06,India,England,England,,Sophia Gardens,Cardiff,England,field,,5.0
1119545,2018-07-08,England,India,India,,County Ground,Bristol,India,field,,7.0
1122285,2018-02-18,India,South Africa,India,,The Wanderers Stadium,Johannesburg,South Africa,field,28.0,
1122287,2018-02-24,India,South Africa,India,,Newlands,Cape Town,South Africa,field,7.0,
1127300,2018-06-12,Pakistan,Scotland,Pakistan,,"Grange Cricket Club, Raeburn Place",Edinburgh,Pakistan,bat,48.0,
1127301,2018-06-13,Pakistan,Scotland,Pakistan,,"Grange Cricket Club, Raeburn Place",Edinburgh,Pakistan,bat,84.0,
1130746,2018-02-15,Bangladesh,Sri Lanka,Sri Lanka,,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,bat,,6.0
1130747,2018-02-18,Sri Lanka,Bangladesh,Sri Lanka,,Sylhet International Cricket Stadium,,Bangladesh,field,75.0,
1133817,2018-03-06,India,Sri Lanka,Sri Lanka,,"R.Premadasa Stadium, Khettarama",Colombo,Sri Lanka,field,,5.0
1133818,2018-03-08,Bangladesh,India,India,,"R.Premadasa Stadium, Khettarama",Colombo,India,field,,6.0
1133819,2018-03-10,Sri Lanka,Bangladesh,Bangladesh,,"R.Premadasa Stadium, Khettarama",Colombo,Bangladesh,field,,5.0
1133820,2018-03-12,Sri Lanka,India,India,,"R.Premadasa Stadium, Khettarama",Colombo,India,field,,6.0
1133821,2018-03-14,India,Bangladesh,India,,"R.Premadasa Stadium, Khettarama",Colombo,Bangladesh,field,17.0,
1133822,2018-03-16,Sri Lanka,Bangladesh,Bangladesh,,"R.Premadasa Stadium, Khettarama",Colombo,Bangladesh,field,,2.0
1133823,2018-03-18,Bangladesh,India,India,,"R.Premadasa Stadium, Khettarama",Colombo,India,field,,4.0
1140069,2018-04-01,Pakistan,West Indies,Pakistan,,National Stadium,Karachi,West Indies,field,143.0,
1140070,2018-04-02,Pakistan,West Indies,Pakistan,,National Stadium,Karachi,Pakistan,bat,82.0,
1140071,2018-04-03,West Indies,Pakistan,Pakistan,,National Stadium,Karachi,West Indies,bat,,8.0
1140384,2018-10-27,England,Sri Lanka,England,,"R.Premadasa Stadium, Khettarama",Colombo,Sri Lanka,field,30.0,
1140992,2018-06-27,India,Ireland,India,,"The Village, Malahide",Dublin,Ireland,field,76.0,
1140993,2018-06-29,India,Ireland,India,,"The Village, Malahide",Dublin,Ireland,field,143.0,
1144989,2018-11-17,South Africa,Australia,South Africa,,Carrara Oval,,Australia,field,21.0,
1142589,2018-08-14,South Africa,Sri Lanka,Sri Lanka,,"R.Premadasa Stadium, Khettarama",Colombo,South Africa,bat,,3.0
1144149,2018-10-09,South Africa,Zimbabwe,South Africa,,Buffalo Park,East London,South Africa,bat,34.0,
1144150,2018-10-12,Zimbabwe,South Africa,South Africa,,Senwes Park,Potchefstroom,Zimbabwe,bat,,6.0
1144990,2018-11-21,Australia,India,Australia,,"Brisbane Cricket Ground, Woolloongabba",Brisbane,India,field,4.0,
1144992,2018-11-25,Australia,India,India,,Sydney Cricket Ground,,Australia,bat,,6.0
1142501,2018-06-12,Netherlands,Ireland,Netherlands,,Hazelaarweg,Rotterdam,Ireland,field,4.0,
1142502,2018-06-13,Ireland,Netherlands,Netherlands,,Hazelaarweg,Rotterdam,Ireland,bat,,4.0
1142505,2018-06-19,Netherlands,Scotland,Scotland,,VRA Ground,Amstelveen,Netherlands,bat,,7.0
1142506,2018-06-20,Scotland,Netherlands,Scotland,,VRA Ground,Amstelveen,Scotland,bat,115.0,
1142913,2018-07-01,Pakistan,Zimbabwe,Pakistan,,Harare Sports Club,,Zimbabwe,field,74.0,
1142914,2018-07-02,Pakistan,Australia,Australia,,Harare Sports Club,,Australia,field,,9.0
1142915,2018-07-03,Australia,Zimbabwe,Australia,,Harare Sports Club,,Zimbabwe,field,100.0,
1142916,2018-07-04,Zimbabwe,Pakistan,Pakistan,,Harare Sports Club,,Pakistan,field,,7.0
1142917,2018-07-05,Pakistan,Australia,Pakistan,,Harare Sports Club,,Australia,field,45.0,
1142918,2018-07-06,Zimbabwe,Australia,Australia,,Harare Sports Club,,Zimbabwe,bat,,5.0
1141232,2018-05-31,West Indies,ICC World XI,West Indies,,Lord's,London,ICC World XI,field,72.0,
1109610,2017-09-06,Sri Lanka,India,India,,"R.Premadasa Stadium, Khettarama",Colombo,India,field,,7.0
1031665,2017-09-16,West Indies,England,West Indies,,Riverside Ground,Chester-le-Street,England,field,21.0,
1119502,2017-10-10,India,Australia,Australia,,Barsapara Cricket Stadium,Guwahati,Australia,field,,8.0
1119501,2017-10-07,Australia,India,India,,JSCA International Stadium Complex,Ranchi,India,field,,9.0
1075507,2017-10-26,South Africa,Bangladesh,South Africa,,Mangaung Oval,Bloemfontein,South Africa,bat,20.0,
1120291,2017-10-26,Sri Lanka,Pakistan,Pakistan,,Sheikh Zayed Stadium,Abu Dhabi,Pakistan,field,,7.0
1120292,2017-10-27,Sri Lanka,Pakistan,Pakistan,,Sheikh Zayed Stadium,Abu Dhabi,Pakistan,field,,2.0
1120293,2017-10-29,Pakistan,Sri Lanka,Pakistan,,Gaddafi Stadium,Lahore,Sri Lanka,field,36.0,
1120093,2017-11-01,India,New Zealand,India,,Arun Jaitley Stadium,Delhi,New Zealand,field,53.0,
1120094,2017-11-04,New Zealand,India,New Zealand,,Saurashtra Cricket Association Stadium,Rajkot,New Zealand,bat,40.0,
1120095,2017-11-07,India,New Zealand,India,,Greenfield International Stadium,Thiruvananthapuram,New Zealand,field,6.0,
1122729,2017-12-20,India,Sri Lanka,India,,Barabati Stadium,Cuttack,Sri Lanka,field,93.0,
1122730,2017-12-22,India,Sri Lanka,India,,Holkar Cricket Stadium,Indore,Sri Lanka,field,88.0,
1122731,2017-12-24,Sri Lanka,India,India,,Wankhede Stadium,Mumbai,India,field,,5.0
1117821,2017-09-12,Pakistan,ICC World XI,Pakistan,,Gaddafi Stadium,Lahore,ICC World XI,field,20.0,
1117822,2017-09-13,Pakistan,ICC World XI,ICC World XI,,Gaddafi Stadium,Lahore,Pakistan,bat,,7.0
1117824,2017-09-15,Pakistan,ICC World XI,Pakistan,,Gaddafi Stadium,Lahore,ICC World XI,field,33.0,
1229824,2020-08-21,Isle of Man,Guernsey,Guernsey,,College Field,St Peter Port,Isle of Man,bat,,8.0
1198245,2020-08-30,Pakistan,England,England,,Old Trafford,Manchester,England,field,,5.0
1229820,2020-08-29,Belgium,Luxembourg,Belgium,,Pierre Werner Cricket Ground,Walferdange,Belgium,bat,37.0,
1229822,2020-08-30,Belgium,Czech Republic,Belgium,,Pierre Werner Cricket Ground,Walferdange,Belgium,bat,87.0,
1229823,2020-08-30,Belgium,Luxembourg,Belgium,,Pierre Werner Cricket Ground,Walferdange,Belgium,bat,49.0,
1198246,2020-09-01,Pakistan,England,Pakistan,,Old Trafford,Manchester,England,field,5.0,
1198235,2020-09-04,England,Australia,England,,The Rose Bowl,Southampton,Australia,field,2.0,
1198236,2020-09-06,Australia,England,England,,The Rose Bowl,Southampton,Australia,bat,,6.0
1198237,2020-09-08,England,Australia,Australia,,The Rose Bowl,Southampton,Australia,field,,5.0
1235829,2020-10-16,Bulgaria,Romania,Bulgaria,,Moara Vlasiei Cricket Ground,,Bulgaria,bat,33.0,
1235830,2020-10-17,Romania,Bulgaria,Romania,,Moara Vlasiei Cricket Ground,,Romania,bat,52.0,
1235832,2020-10-18,Bulgaria,Romania,Romania,,Moara Vlasiei Cricket Ground,,Bulgaria,bat,,6.0
1233464,2020-11-07,Zimbabwe,Pakistan,Pakistan,,Rawalpindi Cricket Stadium,,Zimbabwe,bat,,6.0
1233466,2020-11-10,Zimbabwe,Pakistan,Pakistan,,Rawalpindi Cricket Stadium,,Zimbabwe,bat,,8.0
1237122,2020-11-27,South Africa,England,England,,Newlands,Cape Town,England,field,,5.0
1237123,2020-11-29,South Africa,England,England,,Boland Park,Paarl,England,field,,4.0
1237124,2020-12-01,South Africa,England,England,,Newlands,Cape Town,South Africa,bat,,9.0
1223952,2020-12-04,India,Australia,India,,Manuka Oval,Canberra,Australia,field,11.0,
1223953,2020-12-06,Australia,India,India,,Sydney Cricket Ground,Sydney,India,field,,6.0
1223954,2020-12-08,Australia,India,Australia,,Sydney Cricket Ground,Sydney,India,field,12.0,
1233959,2020-12-18,Pakistan,New Zealand,New Zealand,,Eden Park,Auckland,Pakistan,bat,,5.0
1233960,2020-12-20,Pakistan,New Zealand,New Zealand,,Seddon Park,Hamilton,Pakistan,bat,,9.0
1233961,2020-12-22,New Zealand,Pakistan,Pakistan,,McLean Park,Napier,Pakistan,field,,4.0
1243019,2021-02-11,Pakistan,South Africa,Pakistan,,Gaddafi Stadium,Lahore,South Africa,field,3.0,
1243020,2021-02-13,Pakistan,South Africa,South Africa,,Gaddafi Stadium,Lahore,South Africa,field,,6.0
1243021,2021-02-14,South Africa,Pakistan,Pakistan,,Gaddafi Stadium,Lahore,Pakistan,field,,4.0
1233971,2021-02-22,New Zealand,Australia,New Zealand,,Hagley Oval,Christchurch,Australia,field,53.0,
1233972,2021-02-25,New Zealand,Australia,New Zealand,,University Oval,Dunedin,Australia,field,4.0,
1233973,2021-03-03,Australia,New Zealand,Australia,,Westpac Stadium,Wellington,New Zealand,field,64.0,
1252066,2021-03-03,Sri Lanka,West Indies,West Indies,,"Coolidge Cricket Ground, Antigua",Coolidge,West Indies,field,,4.0
1233974,2021-03-05,Australia,New Zealand,Australia,,Westpac Stadium,Wellington,Australia,bat,50.0,
1252067,2021-03-05,Sri Lanka,West Indies,Sri Lanka,,"Coolidge Cricket Ground, Antigua",Coolidge,Sri Lanka,bat,43.0,
1233975,2021-03-07,Australia,New Zealand,New Zealand,,Sky Stadium,Wellington,Australia,bat,,7.0
1252068,2021-03-07,Sri Lanka,West Indies,West Indies,,"Coolidge Cricket Ground, Antigua",Coolidge,Sri Lanka,bat,,3.0
1243388,2021-03-12,India,England,England,,Narendra Modi Stadium,Ahmedabad,England,field,,8.0
1243389,2021-03-14,England,India,India,,Narendra Modi Stadium,Ahmedabad,India,field,,7.0
1243390,2021-03-16,India,England,England,,Narendra Modi Stadium,Ahmedabad,England,field,,8.0
1243391,2021-03-18,India,England,India,,Narendra Modi Stadium,Ahmedabad,England,field,8.0,
1243392,2021-03-20,India,England,India,,Narendra Modi Stadium,Ahmedabad,England,field,36.0,
1233979,2021-03-28,New Zealand,Bangladesh,New Zealand,,Seddon Park,Hamilton,New Zealand,bat,66.0,
1233980,2021-03-30,New Zealand,Bangladesh,New Zealand,,McLean Park,Napier,Bangladesh,field,28.0,
1233981,2021-04-01,New Zealand,Bangladesh,New Zealand,,Eden Park,Auckland,Bangladesh,field,65.0,
1257404,2021-04-03,Uganda,Namibia,Namibia,,Wanderers,Windhoek,Uganda,bat,,7.0
