match_id,date,team_1,team_2,winner,result,venue,city,toss_winner,toss_decision,by_runs,by_wickets
211048,2005-02-17,New Zealand,Australia,Australia,,Eden Park,Auckland,Australia,bat,44.0,
211028,2005-06-13,England,Australia,England,,The Rose Bowl,Southampton,England,bat,100.0,
222678,2005-10-21,South Africa,New Zealand,New Zealand,,New Wanderers Stadium,Johannesburg,New Zealand,field,,5.0
226374,2006-01-09,Australia,South Africa,Australia,,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Australia,bat,95.0,
238195,2006-02-24,South Africa,Australia,South Africa,,New Wanderers Stadium,Johannesburg,South Africa,bat,2.0,
225271,2006-06-15,England,Sri Lanka,Sri Lanka,,The Rose Bowl,Southampton,Sri Lanka,bat,2.0,
225263,2006-08-28,England,Pakistan,Pakistan,,County Ground,Bristol,England,bat,,5.0
255954,2006-12-01,South Africa,India,India,,New Wanderers Stadium,Johannesburg,South Africa,bat,,6.0
251487,2006-12-22,New Zealand,Sri Lanka,Sri Lanka,,Westpac Stadium,Wellington,New Zealand,bat,18.0,
251488,2006-12-26,New Zealand,Sri Lanka,New Zealand,,Eden Park,Auckland,New Zealand,field,,5.0
249227,2007-01-09,Australia,England,Australia,,Sydney Cricket Ground,,Australia,bat,77.0,
258463,2007-06-28,England,West Indies,West Indies,,Kennington Oval,London,West Indies,bat,15.0,
306987,2007-09-01,Kenya,Bangladesh,Bangladesh,,Gymkhana Club Ground,Nairobi,Bangladesh,field,,5.0
306989,2007-09-02,Bangladesh,Pakistan,Pakistan,,Gymkhana Club Ground,Nairobi,Bangladesh,field,30.0,
306991,2007-09-04,Kenya,Pakistan,Pakistan,,Gymkhana Club Ground,Nairobi,Kenya,bat,,8.0
287853,2007-09-11,South Africa,West Indies,South Africa,,New Wanderers Stadium,Johannesburg,South Africa,field,,8.0
287856,2007-09-12,Australia,Zimbabwe,Zimbabwe,,Newlands,Cape Town,Australia,bat,,5.0
287855,2007-09-12,Pakistan,Scotland,Pakistan,,Kingsmead,Durban,Scotland,field,51.0,
287854,2007-09-12,Kenya,New Zealand,New Zealand,,Kingsmead,Durban,New Zealand,field,,9.0
287857,2007-09-13,Bangladesh,West Indies,Bangladesh,,New Wanderers Stadium,Johannesburg,Bangladesh,field,,6.0
287858,2007-09-13,England,Zimbabwe,England,,Newlands,Cape Town,England,bat,50.0,
287861,2007-09-14,Australia,England,Australia,,Newlands,Cape Town,England,bat,,8.0
287860,2007-09-14,Kenya,Sri Lanka,Sri Lanka,,New Wanderers Stadium,Johannesburg,Kenya,field,172.0,
287863,2007-09-15,New Zealand,Sri Lanka,Sri Lanka,,New Wanderers Stadium,Johannesburg,New Zealand,bat,,7.0
287864,2007-09-15,South Africa,Bangladesh,South Africa,,Newlands,Cape Town,South Africa,field,,7.0
287865,2007-09-16,India,New Zealand,New Zealand,,New Wanderers Stadium,Johannesburg,India,field,10.0,
287866,2007-09-16,Australia,Bangladesh,Australia,,Newlands,Cape Town,Australia,field,,9.0
287867,2007-09-16,South Africa,England,South Africa,,Newlands,Cape Town,England,field,19.0,
287868,2007-09-17,Pakistan,Sri Lanka,Pakistan,,New Wanderers Stadium,Johannesburg,Sri Lanka,field,33.0,
287870,2007-09-18,Australia,Pakistan,Pakistan,,New Wanderers Stadium,Johannesburg,Pakistan,field,,6.0
287869,2007-09-18,England,New Zealand,New Zealand,,Kingsmead,Durban,England,field,5.0,
287871,2007-09-18,Bangladesh,Sri Lanka,Sri Lanka,,New Wanderers Stadium,Johannesburg,Bangladesh,field,64.0,
287872,2007-09-19,South Africa,New Zealand,South Africa,,Kingsmead,Durban,South Africa,field,,6.0
287873,2007-09-19,England,India,India,,Kingsmead,Durban,India,bat,18.0,
287876,2007-09-20,South Africa,India,India,,Kingsmead,Durban,India,bat,37.0,
287874,2007-09-20,Australia,Sri Lanka,Australia,,Newlands,Cape Town,Australia,field,,10.0
287875,2007-09-20,Bangladesh,Pakistan,Pakistan,,Newlands,Cape Town,Pakistan,field,,4.0
287878,2007-09-22,Australia,India,India,,Kingsmead,Durban,India,bat,15.0,
287877,2007-09-22,New Zealand,Pakistan,Pakistan,,Newlands,Cape Town,New Zealand,bat,,6.0
287879,2007-09-24,India,Pakistan,India,,New Wanderers Stadium,Johannesburg,India,bat,5.0,
297800,2007-10-20,India,Australia,India,,Brabourne Stadium,Mumbai,Australia,bat,,7.0
298795,2007-11-23,South Africa,New Zealand,South Africa,,New Wanderers Stadium,Johannesburg,South Africa,field,,3.0
291343,2007-12-11,Australia,New Zealand,Australia,,Western Australia Cricket Association Ground,Perth,Australia,bat,54.0,
319112,2007-12-16,South Africa,West Indies,West Indies,,St George's Park,Port Elizabeth,West Indies,field,,5.0
298804,2008-01-18,South Africa,West Indies,South Africa,,New Wanderers Stadium,Johannesburg,South Africa,field,,4.0
291356,2008-02-01,Australia,India,Australia,,Melbourne Cricket Ground,,India,bat,,9.0
300435,2008-02-05,New Zealand,England,England,,Eden Park,Auckland,New Zealand,field,32.0,
300436,2008-02-07,New Zealand,England,England,,Jade Stadium,Christchurch,England,bat,50.0,
343764,2008-04-20,Pakistan,Bangladesh,Pakistan,,National Stadium,Karachi,Pakistan,bat,102.0,
296903,2008-06-13,England,New Zealand,England,,Old Trafford,Manchester,England,field,,9.0
319142,2008-06-20,West Indies,Australia,West Indies,,"Kensington Oval, Bridgetown",Barbados,West Indies,field,,7.0
354456,2008-08-03,Bermuda,Scotland,Scotland,,"Civil Service Cricket Club, Stormont",Belfast,Scotland,field,,8.0
361531,2008-08-04,Netherlands,Scotland,Netherlands,,"Civil Service Cricket Club, Stormont",Belfast,Netherlands,field,,5.0
361530,2008-08-04,Ireland,Kenya,Ireland,,"Civil Service Cricket Club, Stormont",Belfast,Ireland,field,,4.0
361656,2008-10-11,Pakistan,Sri Lanka,Pakistan,,Maple Leaf North-West Ground,King City,Pakistan,field,,3.0
361660,2008-10-13,Pakistan,Sri Lanka,Sri Lanka,,Maple Leaf North-West Ground,King City,Sri Lanka,field,,5.0
350347,2008-11-05,South Africa,Bangladesh,South Africa,,New Wanderers Stadium,Johannesburg,Bangladesh,field,12.0,
366708,2008-12-28,New Zealand,West Indies,New Zealand,,Seddon Park,Hamilton,New Zealand,bat,36.0,
351694,2009-01-11,Australia,South Africa,Australia,,Melbourne Cricket Ground,,Australia,bat,52.0,
351695,2009-01-13,Australia,South Africa,Australia,,"Brisbane Cricket Ground, Woolloongabba",Brisbane,South Africa,bat,,6.0
386535,2009-02-10,Sri Lanka,India,India,,R Premadasa Stadium,Colombo,Sri Lanka,bat,,3.0
351696,2009-02-15,Australia,New Zealand,Australia,,Sydney Cricket Ground,,Australia,bat,1.0,
386494,2009-02-25,New Zealand,India,New Zealand,,AMI Stadium,Christchurch,New Zealand,field,,7.0
366622,2009-02-27,New Zealand,India,New Zealand,,Westpac Stadium,Wellington,New Zealand,field,,5.0
352674,2009-03-15,West Indies,England,West Indies,,"Queen's Park Oval, Port of Spain",Trinidad,West Indies,field,,6.0
350475,2009-03-27,South Africa,Australia,South Africa,,New Wanderers Stadium,Johannesburg,South Africa,field,,4.0
350476,2009-03-29,South Africa,Australia,South Africa,,SuperSport Park,Centurion,Australia,field,17.0,
392615,2009-05-07,Australia,Pakistan,Pakistan,,Dubai International Cricket Stadium,,Pakistan,field,,7.0
355991,2009-06-05,England,Netherlands,Netherlands,,Lord's,London,Netherlands,field,,4.0
355992,2009-06-06,New Zealand,Scotland,New Zealand,,Kennington Oval,London,New Zealand,field,,7.0
355994,2009-06-06,Bangladesh,India,India,,Trent Bridge,Nottingham,India,bat,25.0,
355993,2009-06-06,Australia,West Indies,West Indies,,Kennington Oval,London,Australia,bat,,7.0
355995,2009-06-07,Scotland,South Africa,South Africa,,Kennington Oval,London,Scotland,field,130.0,
355996,2009-06-07,England,Pakistan,England,,Kennington Oval,London,Pakistan,field,48.0,
355997,2009-06-08,Bangladesh,Ireland,Ireland,,Trent Bridge,Nottingham,Ireland,field,,6.0
355998,2009-06-08,Australia,Sri Lanka,Sri Lanka,,Trent Bridge,Nottingham,Sri Lanka,field,,6.0
355999,2009-06-09,Netherlands,Pakistan,Pakistan,,Lord's,London,Pakistan,bat,82.0,
356000,2009-06-09,New Zealand,South Africa,South Africa,,Lord's,London,New Zealand,field,1.0,
356001,2009-06-10,India,Ireland,India,,Trent Bridge,Nottingham,India,field,,8.0
356003,2009-06-11,Ireland,New Zealand,New Zealand,,Trent Bridge,Nottingham,Ireland,field,83.0,
356004,2009-06-11,England,South Africa,South Africa,,Trent Bridge,Nottingham,England,bat,,7.0
356006,2009-06-12,India,West Indies,West Indies,,Lord's,London,India,bat,,7.0
356008,2009-06-13,New Zealand,Pakistan,Pakistan,,Kennington Oval,London,New Zealand,bat,,6.0
356007,2009-06-13,South Africa,West Indies,South Africa,,Kennington Oval,London,West Indies,field,20.0,
356010,2009-06-14,England,India,England,,Lord's,London,India,field,3.0,
356009,2009-06-14,Ireland,Sri Lanka,Sri Lanka,,Lord's,London,Sri Lanka,bat,9.0,
356012,2009-06-15,Ireland,Pakistan,Pakistan,,Kennington Oval,London,Pakistan,bat,39.0,
356011,2009-06-15,England,West Indies,West Indies,,Kennington Oval,London,England,bat,,5.0
356013,2009-06-16,New Zealand,Sri Lanka,Sri Lanka,,Trent Bridge,Nottingham,Sri Lanka,bat,48.0,
356014,2009-06-16,India,South Africa,South Africa,,Trent Bridge,Nottingham,South Africa,bat,12.0,
356015,2009-06-18,Pakistan,South Africa,Pakistan,,Trent Bridge,Nottingham,Pakistan,bat,7.0,
356016,2009-06-19,Sri Lanka,West Indies,Sri Lanka,,Kennington Oval,London,West Indies,field,57.0,
356017,2009-06-21,Pakistan,Sri Lanka,Pakistan,,Lord's,London,Sri Lanka,bat,,8.0
401076,2009-08-02,West Indies,Bangladesh,West Indies,,"Warner Park, Basseterre",St Kitts,Bangladesh,bat,,5.0
403375,2009-08-12,Sri Lanka,Pakistan,Pakistan,,R Premadasa Stadium,Colombo,Pakistan,bat,52.0,
403385,2009-09-02,Sri Lanka,New Zealand,New Zealand,,R Premadasa Stadium,Colombo,New Zealand,bat,3.0,
403386,2009-09-04,Sri Lanka,New Zealand,New Zealand,,R Premadasa Stadium,Colombo,New Zealand,bat,22.0,
426723,2009-11-12,New Zealand,Pakistan,Pakistan,,Dubai International Cricket Stadium,,New Zealand,field,49.0,
426724,2009-11-13,New Zealand,Pakistan,Pakistan,,Dubai International Cricket Stadium,,Pakistan,bat,7.0,
387563,2009-11-13,South Africa,England,England,,New Wanderers Stadium,Johannesburg,South Africa,field,1.0,
387564,2009-11-15,South Africa,England,South Africa,,SuperSport Park,Centurion,South Africa,bat,84.0,
430884,2009-12-09,India,Sri Lanka,Sri Lanka,,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,India,field,29.0,
430885,2009-12-12,India,Sri Lanka,India,,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Sri Lanka,bat,,6.0
423782,2010-02-03,New Zealand,Bangladesh,New Zealand,,Seddon Park,Hamilton,Bangladesh,bat,,10.0
406207,2010-02-05,Australia,Pakistan,Australia,,Melbourne Cricket Ground,,Australia,bat,2.0,
439497,2010-02-09,Canada,Netherlands,Netherlands,,Dubai International Cricket Stadium,,Canada,bat,,6.0
439499,2010-02-10,Canada,Kenya,Kenya,,Dubai International Cricket Stadium,,Kenya,field,,9.0
439505,2010-02-11,Ireland,Scotland,Ireland,,Dubai International Cricket Stadium,,Ireland,bat,37.0,
439510,2010-02-13,Ireland,Netherlands,Ireland,,Dubai International Cricket Stadium,,Ireland,bat,65.0,
440945,2010-02-19,England,Pakistan,England,,Dubai International Cricket Stadium,,Pakistan,bat,,7.0
440946,2010-02-20,England,Pakistan,Pakistan,,Dubai International Cricket Stadium,,Pakistan,field,,4.0
406197,2010-02-21,Australia,West Indies,Australia,,Bellerive Oval,Hobart,Australia,bat,38.0,
406198,2010-02-23,Australia,West Indies,Australia,,Sydney Cricket Ground,,West Indies,bat,,8.0
423787,2010-02-26,New Zealand,Australia,Australia,,Westpac Stadium,Wellington,New Zealand,bat,,6.0
439139,2010-02-28,West Indies,Zimbabwe,Zimbabwe,,"Queen's Park Oval, Port of Spain",Trinidad,Zimbabwe,bat,26.0,
412677,2010-04-30,West Indies,Ireland,West Indies,,Providence Stadium,Guyana,West Indies,bat,70.0,
412678,2010-04-30,New Zealand,Sri Lanka,New Zealand,,Providence Stadium,Guyana,Sri Lanka,bat,,2.0
412680,2010-05-01,Bangladesh,Pakistan,Pakistan,,"Beausejour Stadium, Gros Islet",St Lucia,Pakistan,bat,21.0,
412683,2010-05-02,Australia,Pakistan,Australia,,"Beausejour Stadium, Gros Islet",St Lucia,Australia,bat,34.0,
412682,2010-05-02,India,South Africa,India,,"Beausejour Stadium, Gros Islet",St Lucia,South Africa,field,14.0,
412686,2010-05-03,Sri Lanka,Zimbabwe,Sri Lanka,,Providence Stadium,Guyana,Sri Lanka,bat,14.0,
412685,2010-05-03,West Indies,England,West Indies,,Providence Stadium,Guyana,West Indies,field,,8.0
412684,2010-05-04,New Zealand,Zimbabwe,New Zealand,,Providence Stadium,Guyana,New Zealand,field,7.0,
412688,2010-05-05,Australia,Bangladesh,Australia,,"Kensington Oval, Bridgetown",Barbados,Australia,bat,27.0,
412689,2010-05-06,England,Pakistan,England,,"Kensington Oval, Bridgetown",Barbados,England,field,,6.0
412690,2010-05-06,New Zealand,South Africa,South Africa,,"Kensington Oval, Bridgetown",Barbados,South Africa,bat,13.0,
412692,2010-05-07,West Indies,Sri Lanka,Sri Lanka,,"Kensington Oval, Bridgetown",Barbados,Sri Lanka,bat,57.0,
412691,2010-05-07,Australia,India,Australia,,"Kensington Oval, Bridgetown",Barbados,India,field,49.0,
412694,2010-05-08,England,South Africa,England,,"Kensington Oval, Bridgetown",Barbados,England,bat,39.0,
412693,2010-05-08,New Zealand,Pakistan,New Zealand,,"Kensington Oval, Bridgetown",Barbados,Pakistan,field,1.0,
412696,2010-05-09,Australia,Sri Lanka,Australia,,"Kensington Oval, Bridgetown",Barbados,Australia,bat,81.0,
412698,2010-05-10,England,New Zealand,England,,"Beausejour Stadium, Gros Islet",St Lucia,New Zealand,bat,,3.0
412697,2010-05-10,Pakistan,South Africa,Pakistan,,"Beausejour Stadium, Gros Islet",St Lucia,Pakistan,bat,11.0,
412699,2010-05-11,India,Sri Lanka,Sri Lanka,,"Beausejour Stadium, Gros Islet",St Lucia,India,bat,,5.0
412700,2010-05-11,West Indies,Australia,Australia,,"Beausejour Stadium, Gros Islet",St Lucia,West Indies,bat,,6.0
412701,2010-05-13,England,Sri Lanka,England,,"Beausejour Stadium, Gros Islet",St Lucia,Sri Lanka,bat,,7.0
412702,2010-05-14,Australia,Pakistan,Australia,,"Beausejour Stadium, Gros Islet",St Lucia,Australia,field,,3.0
412703,2010-05-16,Australia,England,England,,"Kensington Oval, Bridgetown",Barbados,England,field,,7.0
447539,2010-05-20,West Indies,South Africa,South Africa,,"Sir Vivian Richards Stadium, North Sound",Antigua,West Indies,field,1.0,
456991,2010-05-22,New Zealand,Sri Lanka,New Zealand,,Central Broward Regional Park Stadium Turf Ground,Lauderhill,New Zealand,bat,28.0,
456992,2010-05-23,New Zealand,Sri Lanka,Sri Lanka,,Central Broward Regional Park Stadium Turf Ground,Lauderhill,New Zealand,bat,,7.0
452153,2010-06-12,Zimbabwe,India,India,,Harare Sports Club,,India,field,,6.0
452154,2010-06-13,Zimbabwe,India,India,,Harare Sports Club,,India,field,,7.0
426392,2010-07-05,Australia,Pakistan,Pakistan,,Edgbaston,Birmingham,Pakistan,bat,23.0,
426393,2010-07-06,Australia,Pakistan,Pakistan,,Edgbaston,Birmingham,Pakistan,bat,11.0,
426417,2010-09-05,England,Pakistan,England,,Sophia Gardens,Cardiff,England,field,,5.0
426418,2010-09-07,England,Pakistan,England,,Sophia Gardens,Cardiff,Pakistan,bat,,6.0
463141,2010-10-08,South Africa,Zimbabwe,South Africa,,OUTsurance Oval,Bloemfontein,Zimbabwe,bat,,7.0
463142,2010-10-10,South Africa,Zimbabwe,South Africa,,De Beers Diamond Oval,Kimberley,South Africa,bat,8.0,
461565,2010-10-27,Pakistan,South Africa,South Africa,,Sheikh Zayed Stadium,Abu Dhabi,Pakistan,bat,,6.0
446956,2010-10-31,Australia,Sri Lanka,Sri Lanka,,Western Australia Cricket Association Ground,Perth,Australia,bat,,7.0
473918,2010-12-26,New Zealand,Pakistan,New Zealand,,Eden Park,Auckland,New Zealand,field,,5.0
473919,2010-12-28,New Zealand,Pakistan,New Zealand,,Seddon Park,Hamilton,Pakistan,field,39.0,
473920,2010-12-30,New Zealand,Pakistan,Pakistan,,AMI Stadium,Christchurch,Pakistan,bat,103.0,
463149,2011-01-09,South Africa,India,India,,Moses Mabhida Stadium,Durban,India,bat,21.0,
446960,2011-01-12,Australia,England,England,,Adelaide Oval,,Australia,bat,,1.0
446961,2011-01-14,Australia,England,Australia,,Melbourne Cricket Ground,,Australia,bat,4.0,
489212,2011-04-21,West Indies,Pakistan,West Indies,,"Beausejour Stadium, Gros Islet",St Lucia,West Indies,bat,7.0,
489220,2011-06-04,West Indies,India,India,,"Queen's Park Oval, Port of Spain",Trinidad,West Indies,field,16.0,
474466,2011-06-25,England,Sri Lanka,Sri Lanka,,County Ground,Bristol,Sri Lanka,field,,9.0
516204,2011-08-06,Sri Lanka,Australia,Sri Lanka,,Pallekele International Cricket Stadium,,Australia,field,35.0,
516205,2011-08-08,Sri Lanka,Australia,Sri Lanka,,Pallekele International Cricket Stadium,,Sri Lanka,bat,8.0,
474476,2011-08-31,England,India,England,,Old Trafford,Manchester,India,bat,,6.0
523736,2011-09-18,Zimbabwe,Pakistan,Pakistan,,Harare Sports Club,,Pakistan,bat,5.0,
525816,2011-09-23,England,West Indies,England,,Kennington Oval,London,England,field,,10.0
525817,2011-09-25,England,West Indies,West Indies,,Kennington Oval,London,England,field,25.0,
531982,2011-10-11,Bangladesh,West Indies,Bangladesh,,Shere Bangla National Stadium,Mirpur,Bangladesh,field,,3.0
514023,2011-10-13,South Africa,Australia,Australia,,Newlands,Cape Town,South Africa,bat,,5.0
527012,2011-10-15,Zimbabwe,New Zealand,New Zealand,,Harare Sports Club,,New Zealand,field,,10.0
514024,2011-10-16,South Africa,Australia,South Africa,,New Wanderers Stadium,Johannesburg,Australia,bat,,3.0
527013,2011-10-17,Zimbabwe,New Zealand,New Zealand,,Harare Sports Club,,Zimbabwe,field,34.0,
521217,2011-10-29,India,England,England,,Eden Gardens,Kolkata,India,bat,,6.0
530432,2011-11-25,Pakistan,Sri Lanka,Pakistan,,Sheikh Zayed Stadium,Abu Dhabi,Sri Lanka,bat,,5.0
538068,2011-11-29,Bangladesh,Pakistan,Pakistan,,Shere Bangla National Stadium,Mirpur,Pakistan,bat,50.0,
518954,2012-02-01,Australia,India,Australia,,Stadium Australia,Sydney,India,field,31.0,
518955,2012-02-03,Australia,India,India,,Melbourne Cricket Ground,,Australia,bat,,8.0
520595,2012-02-11,New Zealand,Zimbabwe,New Zealand,,Eden Park,Auckland,Zimbabwe,bat,,7.0
520596,2012-02-14,New Zealand,Zimbabwe,New Zealand,,Seddon Park,Hamilton,Zimbabwe,bat,,5.0
520597,2012-02-17,New Zealand,South Africa,New Zealand,,Westpac Stadium,Wellington,New Zealand,field,,6.0
520598,2012-02-19,New Zealand,South Africa,South Africa,,Seddon Park,Hamilton,South Africa,field,,8.0
543883,2012-02-22,Kenya,Ireland,Ireland,,Mombasa Sports Club Ground,,Ireland,field,,6.0
520599,2012-02-22,New Zealand,South Africa,South Africa,,Eden Park,Auckland,New Zealand,field,3.0,
531635,2012-02-23,England,Pakistan,Pakistan,,Dubai International Cricket Stadium,,England,field,8.0,
543884,2012-02-23,Kenya,Ireland,Ireland,,Mombasa Sports Club Ground,,Kenya,bat,,8.0
543885,2012-02-24,Kenya,Ireland,Ireland,,Mombasa Sports Club Ground,,Ireland,bat,2.0,
531636,2012-02-25,England,Pakistan,England,,Dubai International Cricket Stadium,,England,bat,38.0,
531637,2012-02-27,England,Pakistan,England,,Sheikh Zayed Stadium,Abu Dhabi,England,bat,5.0,
546410,2012-03-13,Canada,Netherlands,Netherlands,,Dubai International Cricket Stadium,,Netherlands,bat,42.0,
546414,2012-03-14,Ireland,Kenya,Ireland,,Dubai International Cricket Stadium,,Kenya,bat,,10.0
546442,2012-03-18,Ireland,Scotland,Ireland,,Dubai International Cricket Stadium,,Ireland,bat,17.0,
546462,2012-03-22,Canada,Ireland,Ireland,,Dubai International Cricket Stadium,,Canada,bat,,10.0
546473,2012-03-23,Canada,Scotland,Scotland,,Dubai International Cricket Stadium,,Canada,bat,,4.0
546470,2012-03-23,Ireland,Netherlands,Ireland,,Dubai International Cricket Stadium,,Ireland,field,,7.0
540173,2012-03-27,West Indies,Australia,Australia,,"Beausejour Stadium, Gros Islet",St Lucia,West Indies,bat,,8.0
556252,2012-03-30,South Africa,India,South Africa,,New Wanderers Stadium,Johannesburg,India,field,11.0,
540174,2012-03-30,West Indies,Australia,West Indies,,"Kensington Oval, Bridgetown",Barbados,West Indies,bat,14.0,
562437,2012-06-01,Sri Lanka,Pakistan,Sri Lanka,,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,Sri Lanka,bat,37.0,
562438,2012-06-03,Sri Lanka,Pakistan,Pakistan,,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,Pakistan,bat,23.0,
534208,2012-06-24,England,West Indies,England,,Trent Bridge,Nottingham,West Indies,bat,,7.0
560921,2012-06-30,New Zealand,West Indies,West Indies,,Central Broward Regional Park Stadium Turf Ground,Lauderhill,New Zealand,field,56.0,
560922,2012-07-01,New Zealand,West Indies,West Indies,,Central Broward Regional Park Stadium Turf Ground,Lauderhill,West Indies,bat,61.0,
567071,2012-07-18,Ireland,Bangladesh,Bangladesh,,"Civil Service Cricket Club, Stormont",Belfast,Ireland,field,71.0,
567205,2012-07-25,Netherlands,Bangladesh,Bangladesh,,Sportpark Westvliet,The Hague,Netherlands,bat,,8.0
573672,2012-07-26,Netherlands,Bangladesh,Netherlands,,Sportpark Westvliet,The Hague,Bangladesh,bat,,1.0
564786,2012-08-07,Sri Lanka,India,India,,Pallekele International Cricket Stadium,,Sri Lanka,field,39.0,
571148,2012-09-05,Australia,Pakistan,Pakistan,,Dubai International Cricket Stadium,,Pakistan,field,,7.0
534233,2012-09-08,England,South Africa,South Africa,,Riverside Ground,Chester-le-Street,South Africa,field,,7.0
571150,2012-09-10,Australia,Pakistan,Australia,,Dubai International Cricket Stadium,,Pakistan,field,94.0,
565820,2012-09-11,India,New Zealand,New Zealand,,"MA Chidambaram Stadium, Chepauk",Chennai,India,field,1.0,
534235,2012-09-12,England,South Africa,England,,Edgbaston,Birmingham,South Africa,field,28.0,
533272,2012-09-18,Sri Lanka,Zimbabwe,Sri Lanka,,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,Zimbabwe,field,82.0,
533275,2012-09-20,South Africa,Zimbabwe,South Africa,,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,South Africa,field,,10.0
533276,2012-09-21,Bangladesh,New Zealand,New Zealand,,Pallekele International Cricket Stadium,,Bangladesh,field,59.0,
533278,2012-09-22,Sri Lanka,South Africa,South Africa,,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,Sri Lanka,field,32.0,
533279,2012-09-22,Australia,West Indies,Australia,,R Premadasa Stadium,Colombo,West Indies,bat,17.0,
533280,2012-09-23,New Zealand,Pakistan,Pakistan,,Pallekele International Cricket Stadium,,Pakistan,bat,13.0,
533281,2012-09-23,England,India,India,,R Premadasa Stadium,Colombo,England,field,90.0,
533283,2012-09-25,Bangladesh,Pakistan,Pakistan,,Pallekele International Cricket Stadium,,Bangladesh,bat,,8.0
533285,2012-09-27,England,West Indies,West Indies,,Pallekele International Cricket Stadium,,West Indies,bat,15.0,
533287,2012-09-28,Australia,India,Australia,,R Premadasa Stadium,Colombo,India,bat,,9.0
533286,2012-09-28,Pakistan,South Africa,Pakistan,,R Premadasa Stadium,Colombo,South Africa,bat,,2.0
533288,2012-09-29,England,New Zealand,England,,Pallekele International Cricket Stadium,,New Zealand,bat,,6.0
533289,2012-09-29,Sri Lanka,West Indies,Sri Lanka,,Pallekele International Cricket Stadium,,West Indies,bat,,9.0
533290,2012-09-30,Australia,South Africa,Australia,,R Premadasa Stadium,Colombo,Australia,field,,8.0
533291,2012-09-30,India,Pakistan,India,,R Premadasa Stadium,Colombo,Pakistan,bat,,8.0
533293,2012-10-01,Sri Lanka,England,Sri Lanka,,Pallekele International Cricket Stadium,,England,field,19.0,
533295,2012-10-02,India,South Africa,India,,R Premadasa Stadium,Colombo,South Africa,field,1.0,
533294,2012-10-02,Australia,Pakistan,Pakistan,,R Premadasa Stadium,Colombo,Australia,field,32.0,
533296,2012-10-04,Sri Lanka,Pakistan,Sri Lanka,,R Premadasa Stadium,Colombo,Sri Lanka,bat,16.0,
533297,2012-10-05,Australia,West Indies,West Indies,,R Premadasa Stadium,Colombo,West Indies,bat,74.0,
533298,2012-10-07,Sri Lanka,West Indies,West Indies,,R Premadasa Stadium,Colombo,West Indies,bat,36.0,
587476,2012-12-10,Bangladesh,West Indies,West Indies,,Shere Bangla National Stadium,Mirpur,West Indies,bat,18.0,
565810,2012-12-20,India,England,India,,Subrata Roy Sahara Stadium,Pune,India,field,,5.0
567353,2012-12-21,South Africa,New Zealand,South Africa,,Kingsmead,Durban,New Zealand,bat,,8.0
565811,2012-12-22,India,England,England,,Wankhede Stadium,Mumbai,England,field,,6.0
567354,2012-12-23,South Africa,New Zealand,New Zealand,,Buffalo Park,East London,New Zealand,field,,8.0
589306,2012-12-25,India,Pakistan,Pakistan,,M Chinnaswamy Stadium,Bangalore,Pakistan,field,,5.0
567355,2012-12-26,South Africa,New Zealand,South Africa,,St George's Park,Port Elizabeth,South Africa,bat,33.0,
589307,2012-12-28,India,Pakistan,India,,"Sardar Patel Stadium, Motera",Ahmedabad,Pakistan,field,11.0,
573019,2013-01-26,Australia,Sri Lanka,Sri Lanka,,Stadium Australia,Sydney,Australia,bat,,5.0
573020,2013-01-28,Australia,Sri Lanka,Sri Lanka,,Melbourne Cricket Ground,,Australia,field,2.0,
569237,2013-02-09,New Zealand,England,England,,Eden Park,Auckland,New Zealand,field,40.0,
569238,2013-02-12,New Zealand,England,New Zealand,,Seddon Park,Hamilton,England,field,55.0,
573027,2013-02-13,Australia,West Indies,West Indies,,"Brisbane Cricket Ground, Woolloongabba",Brisbane,West Indies,bat,27.0,
569239,2013-02-15,New Zealand,England,England,,Westpac Stadium,Wellington,England,field,,10.0
593986,2013-03-02,West Indies,Zimbabwe,West Indies,,"Sir Vivian Richards Stadium, North Sound",Antigua,Zimbabwe,bat,,8.0
567367,2013-03-03,South Africa,Pakistan,Pakistan,,SuperSport Park,Centurion,Pakistan,bat,95.0,
593987,2013-03-03,West Indies,Zimbabwe,West Indies,,"Sir Vivian Richards Stadium, North Sound",Antigua,West Indies,bat,41.0,
592268,2013-03-15,Canada,Kenya,Canada,,ICC Global Cricket Academy,Dubai,Kenya,bat,,5.0
592269,2013-03-16,Canada,Kenya,Kenya,,ICC Global Cricket Academy,Dubai,Kenya,bat,21.0,
602477,2013-03-31,Sri Lanka,Bangladesh,Sri Lanka,,Pallekele International Cricket Stadium,,Bangladesh,field,17.0,
630951,2013-04-19,Kenya,Netherlands,Kenya,,Wanderers Cricket Ground,Windhoek,Netherlands,bat,,5.0
592276,2013-04-20,Kenya,Netherlands,Kenya,,Wanderers Cricket Ground,Windhoek,Kenya,field,,7.0
