match_id,date,team_1,team_2,elo_team_1,elo_team_2,elo_diff
1199525,2019-10-24,Netherlands,Papua New Guinea,1505.9806555620285,1524.9766819727126,-18.99602641068418
1199526,2019-10-24,United Arab Emirates,Nigeria,1490.9887471025081,1488.180477930395,2.808269172113114
1199527,2019-10-24,Canada,Hong Kong,1508.6541625230022,1422.8055260478197,85.8486364751825
1199529,2019-10-25,Papua New Guinea,Singapore,1534.4304765403965,1507.1110722726928,27.319404267703703
1201668,2019-10-25,Spain,Portugal,1500.0,1500.0,0.0
1199531,2019-10-25,Kenya,Namibia,1489.6785040003215,1554.9073451827728,-65.22884118245133
1199532,2019-10-25,Canada,Oman,1496.2323286937803,1505.799381943038,-9.567053249257697
1199530,2019-10-25,Ireland,Jersey,1493.3959555929787,1514.1030172961084,-20.70706170312974
1201669,2019-10-26,Gibraltar,Portugal,1500.0,1490.0,10.0
1199533,2019-10-26,Ireland,Nigeria,1503.9912480535343,1478.2613046543606,25.729943399173635
1199534,2019-10-26,Bermuda,Netherlands,1477.0566224821982,1496.5268609943446,-19.470238512146352
1201670,2019-10-26,Spain,Gibraltar,1510.0,1489.71225631668,20.28774368332006
1201671,2019-10-26,Spain,Portugal,1519.4167345713752,1500.28774368332,19.128990888055114
1199535,2019-10-26,Namibia,Singapore,1563.051660029165,1497.8957713568961,65.15588867226893
1199540,2019-10-27,United Arab Emirates,Canada,1500.9079203785425,1486.507621045343,14.400299333199428
1199539,2019-10-27,Netherlands,Scotland,1505.9670483837053,1520.6471854492177,-14.680137065512326
1201673,2019-10-27,Spain,Gibraltar,1528.8667136112708,1480.2955217453048,48.57119186596606
1199538,2019-10-27,Jersey,Oman,1503.5077248355528,1515.5240895914753,-12.016364755922496
1183524,2019-10-27,Australia,Sri Lanka,1587.5683411197833,1485.045157723768,102.52318339601538
1199536,2019-10-27,Kenya,Papua New Guinea,1481.5341891539292,1543.6457774561932,-62.111588302263954
1199537,2019-10-27,Hong Kong,Nigeria,1435.2273598770416,1469.000521063656,-33.77316118661429
1199541,2019-10-29,United Arab Emirates,Netherlands,1510.493683623037,1516.389325425926,-5.895641802889031
1199542,2019-10-29,Namibia,Oman,1571.1980023905276,1505.178368649496,66.01963374103161
1183525,2019-10-30,Australia,Sri Lanka,1594.7002540486205,1477.9132447949307,116.7870092536898
1199544,2019-10-30,Hong Kong,Oman,1446.1963793651598,1497.0560215412834,-50.85964217612354
1199543,2019-10-30,United Arab Emirates,Scotland,1500.663357549224,1510.224908406997,-9.561550857773
1199545,2019-10-31,Oman,Scotland,1505.6025307571715,1519.9497743070376,-14.347243549866107
1183526,2019-11-01,Australia,Sri Lanka,1601.4599837273763,1471.153515116175,130.30646861120135
1187665,2019-11-01,New Zealand,England,1560.4390895553274,1575.727308300894,-15.28821874556661
1199546,2019-11-01,Ireland,Netherlands,1513.252031644239,1526.219651499739,-12.967619855500061
1199547,2019-11-01,Namibia,Papua New Guinea,1579.3203494987401,1551.876866570485,27.443482928255207
1199548,2019-11-02,Ireland,Namibia,1503.6250965276924,1568.5321012334175,-64.90700470572506
1199549,2019-11-02,Netherlands,Papua New Guinea,1535.8465866162855,1562.6651148358076,-26.818528219522022
1187013,2019-11-03,India,Bangladesh,1628.2620600904909,1423.0703781285617,205.19168196192913
1187666,2019-11-03,New Zealand,England,1550.8788360770484,1585.287561779173,-34.408725702124684
1187667,2019-11-05,New Zealand,England,1561.8659735793365,1574.300424276885,-12.434450697548527
1183528,2019-11-05,Australia,Pakistan,1607.8759550910959,1627.3864315999688,-19.510476508872898
1187014,2019-11-07,India,Bangladesh,1612.9588682155775,1438.3735700034752,174.58529821210232
1187668,2019-11-08,New Zealand,England,1572.2237131134505,1563.942684742771,8.28102837067945
1183529,2019-11-08,Australia,Pakistan,1618.4369222073826,1616.825464483682,1.611457723700596
1187015,2019-11-10,India,Bangladesh,1618.3180826482235,1433.0143555708291,185.30372707739434
1208606,2019-12-05,Nepal,Bhutan,1466.2381213321455,1500.0,-33.76187866785449
1187018,2019-12-06,India,West Indies,1623.4387286954816,1455.6276207292824,167.8111079661992
1208609,2019-12-06,Nepal,Maldives,1477.2068191315338,1498.6066206160076,-21.399801484473755
1208612,2019-12-07,Bhutan,Maldives,1489.0313022006117,1487.991462543247,1.0398396573646096
1187019,2019-12-08,India,West Indies,1628.952305220284,1450.11404420448,178.83826101580394
1208613,2019-12-09,Nepal,Maldives,1487.8219772042944,1498.021391445062,-10.19941424076751
1187020,2019-12-11,India,West Indies,1614.21602015752,1464.850329267244,149.36569089027603
1202243,2020-01-07,India,Sri Lanka,1620.1635674605823,1464.7375437524554,155.42602370812688
1202244,2020-01-10,India,Sri Lanka,1625.9663678282134,1458.9347433848243,167.0316244433891
1203676,2020-01-15,West Indies,Ireland,1458.9027819641817,1515.4718359321812,-56.56905396799948
1203678,2020-01-19,West Indies,Ireland,1450.5167334262587,1523.8578844701042,-73.34115104384546
1213058,2020-01-24,Pakistan,Bangladesh,1606.8718456327495,1427.893709523571,178.97813610917842
1187677,2020-01-24,New Zealand,India,1561.9854110816875,1631.497881933041,-69.51247085135356
1213059,2020-01-25,Pakistan,Bangladesh,1612.132438348988,1422.6331168073325,189.4993215416555
1187678,2020-01-26,New Zealand,India,1553.9598655848542,1639.5234274298743,-85.5635618450201
1187681,2020-02-02,New Zealand,India,1546.3739740256945,1647.1093189890341,-100.73534496333968
1185313,2020-02-12,South Africa,England,1597.5209132052553,1574.180986774534,23.339926430721334
1185314,2020-02-14,South Africa,England,1606.8501448428651,1564.851755136924,41.99838970594101
1185315,2020-02-16,South Africa,England,1595.6471876154858,1576.0547123643034,19.59247525118235
1215136,2020-02-20,Malaysia,Hong Kong,1469.3999910610535,1437.6498701492717,31.750120911781778
1185316,2020-02-21,South Africa,Australia,1585.0838678437717,1628.3905410583152,-43.30667321454348
1215137,2020-02-21,Malaysia,Hong Kong,1478.4886845061576,1428.5611767041676,49.92750780199003
1185317,2020-02-23,South Africa,Australia,1576.3239186055873,1637.1504902964996,-60.82657169091226
1215138,2020-02-23,Malaysia,Hong Kong,1487.0614660894025,1419.9883951209226,67.0730709684799
1215139,2020-02-24,Malaysia,Hong Kong,1495.1545785388034,1411.8952826715217,83.25929586728171
1215160,2020-02-25,Saudi Arabia,United Arab Emirates,1500.0,1490.9384916491833,9.061508350816666
1215161,2020-02-25,Bahrain,Qatar,1500.0,1499.2590807706483,0.7409192293516753
1215162,2020-02-25,Iran,Kuwait,1500.0,1489.5679570357868,10.432042964213224
1215159,2020-02-25,Oman,Maldives,1496.0152430551764,1487.727913006043,8.287330049133288
1185318,2020-02-26,South Africa,Australia,1588.0569777488456,1625.4174311532413,-37.360453404395685
1215163,2020-02-26,Kuwait,Bahrain,1499.8681251683508,1509.9786746626694,-10.110549494318548
1215164,2020-02-26,Qatar,United Arab Emirates,1489.280406107979,1501.1992437041433,-11.918837596164394
1215140,2020-02-26,Malaysia,Hong Kong,1502.8030262457676,1404.2468349645576,98.55619128120998
1215165,2020-02-27,Kuwait,United Arab Emirates,1510.1590480582017,1510.8563264915238,-0.6972784333220261
1217738,2020-02-29,Thailand,Singapore,1482.2464881536484,1489.7494289955337,-7.50294084188522
1217741,2020-03-01,Thailand,Malaysia,1472.4624065866826,1510.0400657873984,-37.57765920071574
1217740,2020-03-01,Hong Kong,Nepal,1397.0097954229268,1498.1154556433132,-101.10566022038643
1217743,2020-03-03,Thailand,Hong Kong,1463.5397807993297,1409.8403953828013,53.69938541652846
1217742,2020-03-03,Malaysia,Singapore,1518.9626915747513,1499.5335105624995,19.429181012251775
1213874,2020-03-04,Sri Lanka,West Indies,1453.4032292799966,1462.5968559649716,-9.193626684975015
1217745,2020-03-04,Hong Kong,Singapore,1421.3737970842883,1510.0921451389358,-88.71834805464755
1217744,2020-03-04,Thailand,Nepal,1452.0063790978427,1485.2848556834388,-33.27847658559608
1217747,2020-03-06,Hong Kong,Malaysia,1413.8732263279376,1508.404056998315,-94.53083067037733
1213875,2020-03-06,Sri Lanka,West Indies,1443.66778138293,1472.3323038620383,-28.664522479108427
1207081,2020-03-08,Spain,Germany,1537.4777590461185,1529.4376169997197,8.040142046398842
1207082,2020-03-08,Spain,Germany,1547.2463864562237,1519.6689895896145,27.577396866609206
1214670,2020-03-09,Bangladesh,Zimbabwe,1417.6039358966457,1396.5289525693452,21.074983327300515
1214671,2020-03-11,Bangladesh,Zimbabwe,1426.9980919964207,1387.1347964695701,39.86329552685061
1229824,2020-08-21,Isle of Man,Guernsey,1500.0,1500.2870368933804,-0.2870368933804457
1229820,2020-08-29,Belgium,Luxembourg,1500.0,1500.0,0.0
1198245,2020-08-30,Pakistan,England,1617.1616192596748,1586.6180321360175,30.54358712365729
1229822,2020-08-30,Belgium,Czech Republic,1510.0,1500.0,10.0
1229823,2020-08-30,Belgium,Luxembourg,1519.71225631668,1490.0,29.71225631667994
1198246,2020-09-01,Pakistan,England,1606.2847619030142,1597.494889492678,8.789872410336102
1198235,2020-09-04,England,Australia,1587.7478283949044,1634.3462364758527,-46.598408080948275
1198236,2020-09-06,Australia,England,1623.013011123688,1599.081053747069,23.93195737661904
1198237,2020-09-08,England,Australia,1609.7687835065565,1612.3252813642007,-2.556497857644217
1235829,2020-10-16,Bulgaria,Romania,1500.0,1500.0,0.0
1235830,2020-10-17,Romania,Bulgaria,1490.0,1510.0,-20.0
1235832,2020-10-18,Bulgaria,Romania,1499.4249887221547,1500.5750112778453,-1.1500225556906116
1233464,2020-11-07,Zimbabwe,Pakistan,1378.2771459945086,1616.0318230007879,-237.75467700627928
1233465,2020-11-08,Zimbabwe,Pakistan,1374.2203072427187,1620.0886617525778,-245.86835450985905
1233466,2020-11-10,Zimbabwe,Pakistan,1370.3124188666568,1623.9965501286397,-253.68413126198288
1233954,2020-11-27,West Indies,New Zealand,1481.509139433981,1539.1947664934544,-57.68562705947329
1237122,2020-11-27,South Africa,England,1579.1281724262342,1599.8423641018194,-20.714191675585198
1233955,2020-11-29,New Zealand,West Indies,1547.5495309404303,1473.1543749870052,74.39515595342505
1237123,2020-11-29,South Africa,England,1569.7236693764094,1609.2468671516442,-39.52319777523485
1237124,2020-12-01,South Africa,England,1560.8563567639937,1618.1141797640598,-57.25782300006608
1223952,2020-12-04,India,Australia,1654.2885265212742,1622.2517007689378,32.036825752336426
1223953,2020-12-06,Australia,India,1613.171190203845,1663.369037086367,-50.197846882521844
1223954,2020-12-08,Australia,India,1604.606030261932,1671.93419702828,-67.3281667663482
1233959,2020-12-18,Pakistan,New Zealand,1627.7649079354499,1555.440402736174,72.32450519927579
1233960,2020-12-20,Pakistan,New Zealand,1615.7127976714708,1567.4925130001532,48.220284671317586
1233961,2020-12-22,New Zealand,Pakistan,1578.871561105168,1604.333749566456,-25.46218846128795
1243019,2021-02-11,Pakistan,South Africa,1613.602198086859,1552.4896099985065,61.112588088352595
1243020,2021-02-13,Pakistan,South Africa,1621.861155124828,1544.2306529605376,77.63050216429042
1243021,2021-02-14,South Africa,Pakistan,1556.428582534672,1609.6632255506936,-53.234643016021664
1233971,2021-02-22,New Zealand,Australia,1569.6031125847649,1616.5199920877967,-46.91687950303185
1233972,2021-02-25,New Zealand,Australia,1580.9453402477768,1605.1777644247848,-24.232424177007942
1233973,2021-03-03,Australia,New Zealand,1594.4814279528912,1591.6416767196704,2.8397512332207953
1252066,2021-03-03,Sri Lanka,West Indies,1434.4909458109871,1465.2635031912614,-30.772557380274293
1233974,2021-03-05,Australia,New Zealand,1604.399695162231,1581.7234095103306,22.676285651900344
1252067,2021-03-05,Sri Lanka,West Indies,1425.374342411187,1474.3801065910616,-49.00576417987463
1252068,2021-03-07,Sri Lanka,West Indies,1436.7755615322462,1462.9788874700023,-26.203325937756063
1233975,2021-03-07,Australia,New Zealand,1613.7479443886882,1572.3751602838734,41.372784104814855
1243388,2021-03-12,India,England,1660.0202352024153,1626.480926529547,33.539308672868174
1243389,2021-03-14,England,India,1637.4432779696442,1649.0578837623182,-11.614605792673956
1243390,2021-03-16,India,England,1658.7237130083352,1627.7774487236272,30.946264284707922
1243391,2021-03-18,India,England,1647.8353559580605,1638.6658057739019,9.169550184158652
1243392,2021-03-20,India,England,1657.5714963487944,1628.929665383168,28.64183096562647
1233979,2021-03-28,New Zealand,Bangladesh,1583.5603678804384,1435.8557424714822,147.7046254089562
1233980,2021-03-30,New Zealand,Bangladesh,1589.547950329471,1429.8681600224497,159.67979030702122
1233981,2021-04-01,New Zealand,Bangladesh,1595.2504065455191,1424.1657038064016,171.08470273911757
1257404,2021-04-03,Uganda,Namibia,1498.7738795435782,1556.6853618289288,-57.91148228535053
1257406,2021-04-05,Namibia,Uganda,1565.0338022764142,1490.4254390960928,74.60836318032148
1257405,2021-04-05,Namibia,Uganda,1572.9188112161662,1482.5404301563408,90.37838105982541
1251575,2021-04-10,South Africa,Pakistan,1547.9489197238697,1618.1428883614958,-70.19396863762609
1251576,2021-04-12,Pakistan,South Africa,1626.149590785444,1539.9422172999216,86.20737348552234
1251577,2021-04-14,South Africa,Pakistan,1552.3737683703823,1613.7180397149832,-61.344271344600884
1251578,2021-04-16,South Africa,Pakistan,1544.1212768269875,1621.970531258378,-77.84925443139059
1257945,2021-04-17,Netherlands,Nepal,1546.616956487087,1494.3299426031924,52.28701388389459
1257946,2021-04-18,Netherlands,Malaysia,1535.1232748037162,1495.7484499485633,39.37482485515284
1257947,2021-04-19,Malaysia,Nepal,1486.876921406444,1505.8236242865632,-18.946702880119346
1257948,2021-04-20,Nepal,Netherlands,1515.2788342751653,1543.9948033458356,-28.715969070670326
1257183,2021-04-21,Pakistan,Zimbabwe,1629.7666104803664,1366.5440610598466,263.2225494205197
1257950,2021-04-22,Nepal,Malaysia,1506.1034694036503,1477.4217114178418,28.681757985808417
1257184,2021-04-23,Zimbabwe,Pakistan,1362.9407634032386,1633.3699081369743,-270.4291447337357
1257951,2021-04-24,Nepal,Netherlands,1515.2798122612667,1553.1701682173507,-37.89035595608402
1257185,2021-04-25,Pakistan,Zimbabwe,1616.8522778649697,1379.4583936752433,237.39388418972635
1263708,2021-05-21,Luxembourg,Czech Republic,1480.853108769656,1490.28774368332,-9.434634913664013
1263710,2021-05-22,Austria,Czech Republic,1500.0,1500.0162597891701,-0.016259789170135264
1263711,2021-05-22,Czech Republic,Luxembourg,1490.0157917948186,1471.124592663806,18.891199131012627
1263712,2021-05-23,Austria,Luxembourg,1510.0004679943515,1481.6677898764353,28.332678117916203
1263713,2021-05-23,Czech Republic,Austria,1479.4725945821892,1499.1867908385843,-19.7141962563951
1249206,2021-06-23,Sri Lanka,England,1427.5283271603903,1619.7521811189802,-192.22385395858987
1249207,2021-06-24,Sri Lanka,England,1422.5579577191481,1624.7225505602223,-202.16459284107418
1267304,2021-06-24,Greece,Romania,1500.0,1510.5419110888138,-10.541911088813777
1267306,2021-06-25,Serbia,Greece,1500.0,1490.3033275120695,9.696672487930527
1267307,2021-06-25,Bulgaria,Romania,1489.4580889111862,1520.2385835767443,-30.78049466555808
1267308,2021-06-25,Romania,Serbia,1529.354960306394,1489.7209797726885,39.63398053370565
1249208,2021-06-26,England,Sri Lanka,1629.4822710509218,1417.7982372284487,211.6840338224731
1267310,2021-06-26,Serbia,Romania,1480.8568147216702,1538.2191253574124,-57.36231063574223
1263151,2021-06-26,South Africa,West Indies,1536.3251976049992,1472.2261218418582,64.09907576314095
1263152,2021-06-27,South Africa,West Indies,1524.5009288066676,1484.0503906401898,40.45053816647783
1263153,2021-06-29,South Africa,West Indies,1533.3419008834492,1475.2094185634082,58.132482320040936
1263154,2021-07-01,West Indies,South Africa,1466.8671648546522,1541.6841545922052,-74.81698973755306
1263155,2021-07-03,South Africa,West Indies,1529.5634281099683,1478.987891336889,50.57553677307919
1268188,2021-07-08,Belgium,Malta,1528.859147547024,1500.0,28.859147547023895
1268189,2021-07-08,Malta,Belgium,1510.8287279731762,1518.0304195738477,-7.201691600671438
1268190,2021-07-09,Malta,Belgium,1501.0359796382998,1527.8231679087241,-26.787188270424394
1263156,2021-07-09,West Indies,Australia,1470.4333767151345,1602.5627367921231,-132.12936007698863
1268191,2021-07-10,Belgium,Malta,1537.0536947270843,1491.8054528199395,45.2482419071448
1263157,2021-07-10,West Indies,Australia,1484.0630466136065,1588.9330668936511,-104.87002028004463
1268192,2021-07-10,Belgium,Malta,1525.7586591265683,1503.1004884204556,22.65817070611274
1263158,2021-07-12,Australia,West Indies,1576.003109627427,1496.9930038798307,79.0101057475963
1263159,2021-07-14,Australia,West Indies,1563.7674232815878,1509.2286902256699,54.538733055917874
1239540,2021-07-16,Pakistan,England,1620.915837304634,1634.0461011276798,-13.13026382304588
1263160,2021-07-16,West Indies,Australia,1500.785673471945,1572.2104400353126,-71.42476656336748
1239541,2021-07-18,England,Pakistan,1623.6683615717875,1631.2935768605262,-7.625215288738673
1251953,2021-07-19,South Africa,Ireland,1538.117942731723,1511.7777619313913,26.34018080033161
1239542,2021-07-20,Pakistan,England,1621.0741407536295,1633.8877976786841,-12.813656925054602
1251954,2021-07-22,South Africa,Ireland,1547.3612605409132,1502.534444122201,44.82681641871227
1267680,2021-07-22,Zimbabwe,Bangladesh,1375.394834235579,1418.7270649944255,-43.332230758846435
1267681,2021-07-23,Zimbabwe,Bangladesh,1366.6356092844508,1427.4862899455538,-60.85068066110307
1251955,2021-07-24,South Africa,Ireland,1556.0781529812105,1493.8175516819038,62.2606012993067
1262758,2021-07-25,India,Sri Lanka,1666.7489806129822,1413.2344071516907,253.51457346129155
1267682,2021-07-25,Zimbabwe,Bangladesh,1378.3693414899524,1415.7525577400522,-37.38321625009985
1262759,2021-07-28,India,Sri Lanka,1670.5203244220595,1409.4630633426134,261.0572610794461
1262760,2021-07-29,India,Sri Lanka,1654.1605901883809,1425.822797576292,228.33779261208883
1263165,2021-07-31,Pakistan,West Indies,1611.4427803223775,1512.8129645868964,98.62981573548109
1270834,2021-08-03,Bangladesh,Australia,1424.6807154176154,1560.1831489203612,-135.50243350274582
1270835,2021-08-04,Australia,Bangladesh,1546.4694832408836,1438.394381097093,108.07510214379067
1271446,2021-08-05,Norway,France,1461.426150316292,1500.0,-38.57384968370798
1271445,2021-08-05,Norway,Germany,1452.5318555527224,1530.461068142897,-77.92921259017453
1270836,2021-08-06,Bangladesh,Australia,1451.408439024496,1533.4554253134806,-82.04698628898473
1271447,2021-08-06,France,Germany,1508.8942947635696,1538.2549578793755,-29.36066311580589
1271448,2021-08-07,Germany,France,1547.4118959890654,1499.7373566538797,47.67453933518573
1270837,2021-08-07,Bangladesh,Australia,1463.7270008238322,1521.1368635141444,-57.40986269031214
1271449,2021-08-07,Norway,France,1444.7379658162438,1491.1009923465767,-46.363026530332945
1271450,2021-08-08,Norway,Germany,1456.064536164539,1556.0482602963684,-99.98372413182938
1271451,2021-08-08,Norway,Germany,1468.8654044589405,1543.247392001967,-74.38198754302653
1270838,2021-08-09,Bangladesh,Australia,1455.3645130757786,1529.499351262198,-74.1348381864193
1273133,2021-08-14,Denmark,Sweden,1490.8685596272835,1500.0,-9.131440372716497
1273134,2021-08-15,Sweden,Denmark,1509.737236518774,1481.1313231085096,28.605913410264293
1273141,2021-08-18,Ghana,Rwanda,1460.7280056731831,1500.0,-39.271994326816866
1273136,2021-08-20,Gibraltar,Malta,1471.684476310457,1493.7517200169386,-22.067243706481577
1273144,2021-08-20,Ghana,Rwanda,1451.8535550232739,1508.8744506499092,-57.020895626635365
1273143,2021-08-20,Rwanda,Ghana,1497.2478355652734,1463.4801701079098,33.76766545736359
1273138,2021-08-21,Malta,Gibraltar,1503.1174263940666,1462.3187699333291,40.79865646073745
1273147,2021-08-21,Sweden,Finland,1498.9157475881095,1500.0,-1.0842524118904748
1273146,2021-08-21,Sweden,Finland,1488.9469547798094,1509.9687928083001,-21.02183802849072
1273145,2021-08-21,Rwanda,Ghana,1506.278972771892,1454.449032901291,51.82993987060104
1273139,2021-08-22,Portugal,Gibraltar,1490.8377646434244,1453.487681756815,37.35008288660947
1273148,2021-08-22,Finland,Sweden,1519.3644729523348,1479.5512746357747,39.81319831656015
1273149,2021-08-22,Finland,Sweden,1508.2235465480167,1490.6922010400929,17.53134550792379
1272373,2021-08-27,Zimbabwe,Ireland,1369.4411838123892,1485.5906169881357,-116.14943317574648
1272374,2021-08-29,Zimbabwe,Ireland,1382.6650201925645,1472.3667806079604,-89.70176041539594
1272093,2021-09-01,New Zealand,Bangladesh,1600.6890453574952,1467.4664809023373,133.2225644551579
1272375,2021-09-01,Ireland,Zimbabwe,1479.8408335599233,1375.1909672406016,104.64986631932175
1272376,2021-09-02,Ireland,Zimbabwe,1486.9166699391267,1368.1151308613983,118.80153907772842
1275269,2021-09-02,Luxembourg,Bulgaria,1492.4814670322025,1480.3417121815364,12.139754850666122
1275270,2021-09-02,Hungary,Czech Republic,1500.0,1470.0394065796427,29.960593420357327
1272094,2021-09-03,Bangladesh,New Zealand,1481.1234391456237,1587.0320871142087,-105.908647968585
1275271,2021-09-03,Bulgaria,Malta,1470.6909802874227,1511.9485145705808,-41.257534283158066
1275268,2021-09-03,Romania,Czech Republic,1546.5829450936258,1460.8996106111567,85.68333448246904
1275272,2021-09-03,Romania,Hungary,1554.1655904972781,1509.139795968486,45.025794528792176
1275275,2021-09-04,Romania,Malta,1562.876850589857,1520.7665776623367,42.11027292752033
1272377,2021-09-04,Zimbabwe,Ireland,1361.4071982938103,1493.6246025067146,-132.21740421290428
1275274,2021-09-04,Luxembourg,Hungary,1502.1321989263163,1500.428535875907,1.7036630504092045
1275277,2021-09-05,Romania,Luxembourg,1571.670719828097,1512.0831639550336,59.587555873063366
1272095,2021-09-05,New Zealand,Bangladesh,1574.0748260408022,1494.0807002190302,79.99412582177206
1275276,2021-09-05,Malta,Hungary,1511.9727084240967,1490.4775708471898,21.495137576906927
1272096,2021-09-08,New Zealand,Bangladesh,1581.812250054325,1486.3432762055074,95.46897384881754
1275052,2021-09-10,Spain,Germany,1536.4543079029413,1551.1386259576352,-14.684318054693904
1271630,2021-09-10,South Africa,Sri Lanka,1564.3050876749785,1441.5878277161578,122.7172599588207
1272097,2021-09-10,New Zealand,Bangladesh,1569.131563361414,1499.0239628984186,70.10760046299538
1275044,2021-09-10,Kenya,Uganda,1473.3031000396375,1475.0846003587114,-1.7815003190739844
1275040,2021-09-11,Uganda,Nigeria,1465.0333251071133,1458.0315015755377,7.00182353157561
1275054,2021-09-11,Germany,Spain,1560.7162287915187,1526.8767050690578,33.839523722460854
1275053,2021-09-11,Germany,Spain,1549.7453172066307,1537.8476166539458,11.89770055268491
1275039,2021-09-11,Nigeria,Kenya,1448.2330029782393,1483.3543752912356,-35.1213723129963
1271631,2021-09-12,Sri Lanka,South Africa,1434.9800084913877,1570.9129068997486,-135.93289840836087
1275042,2021-09-13,Kenya,Nigeria,1492.3469301844884,1439.2404480849864,53.106482099502045
1275043,2021-09-13,Nigeria,Uganda,1430.757181567652,1474.8318237044118,-44.07464213675985
1271632,2021-09-14,Sri Lanka,South Africa,1428.7043503163316,1577.1885650748047,-148.48421475847317
1273271,2021-09-15,Scotland,Zimbabwe,1529.5370620090328,1375.0390682468792,154.49799376215356
1275047,2021-09-15,Uganda,Nigeria,1483.5700149172387,1422.018990354825,61.55102456241366
1275045,2021-09-16,Nigeria,Kenya,1413.7722673210558,1500.8301967018228,-87.05792938076706
1273272,2021-09-17,Zimbabwe,Scotland,1369.2142378973065,1535.3618923586055,-166.147654461299
1275051,2021-09-17,Uganda,Kenya,1491.816737951008,1488.3756258363223,3.441112114685666
1273273,2021-09-19,Scotland,Zimbabwe,1520.9137920598578,1383.6623381960542,137.2514538638036
1279379,2021-10-05,Estonia,Cyprus,1500.0,1500.0,0.0
1279380,2021-10-05,Estonia,Cyprus,1490.0,1510.0,-20.0
1279381,2021-10-06,Cyprus,Isle of Man,1519.4249887221547,1490.0082615840183,29.416727138136366
1279382,2021-10-06,Estonia,Isle of Man,1480.5750112778453,1500.852925635707,-20.27791435786162
1279383,2021-10-07,Cyprus,Isle of Man,1508.580324670466,1510.2699421558175,-1.6896174853513912
1280060,2021-10-07,United Arab Emirates,Ireland,1520.8362572318906,1479.9927325536457,40.843524678244876
1280063,2021-10-08,Papua New Guinea,Scotland,1551.894744965006,1507.1568095385446,44.73793542646149
1279385,2021-10-08,Cyprus,Estonia,1498.6289553875301,1471.1579947577347,27.4709606297954
1280061,2021-10-08,United Arab Emirates,Ireland,1509.6660716617882,1491.162918123748,18.503153538040124
1279386,2021-10-08,Estonia,Isle of Man,1461.9470289760145,1520.2213114387534,-58.27428246273894
1280058,2021-10-09,Scotland,Namibia,1518.4374009324324,1580.3746410137956,-61.93724008136314
1280062,2021-10-10,Ireland,United Arab Emirates,1481.6949787705605,1519.1340110149758,-37.43903224441533
1280059,2021-10-10,Namibia,Papua New Guinea,1588.610591684346,1540.6141535711183,47.99643811322767
1282739,2021-10-15,Denmark,Italy,1491.952812039174,1498.5810288311357,-6.628216791961677
1282738,2021-10-15,Jersey,Germany,1513.8534457775322,1539.403007652894,-25.54956187536186
1282741,2021-10-16,Jersey,Italy,1524.587498561627,1508.39027655744,16.19722200418687
1283023,2021-10-16,Seychelles,Ghana,1500.0,1465.9298499301933,34.07015006980669
1283024,2021-10-16,Malawi,Uganda,1500.0,1501.7176980212112,-1.717698021211163
1282740,2021-10-16,Denmark,Germany,1482.1435643128696,1528.6689548687993,-46.52539055592979
1283021,2021-10-16,Rwanda,Ghana,1494.7981557429898,1476.9073364762257,17.890819266764083
1283025,2021-10-17,Lesotho,Seychelles,1500.0,1489.0225134539676,10.977486546032424
1283028,2021-10-17,Uganda,Rwanda,1511.6682591007898,1484.283671230552,27.384587870237738
1273712,2021-10-17,Papua New Guinea,Oman,1531.986880821445,1505.776759749606,26.210121071839012
1273713,2021-10-17,Scotland,Bangladesh,1510.201450261882,1491.0148732500347,19.18657701184725
1282743,2021-10-17,Italy,Germany,1498.8561326388985,1537.3377938317897,-38.481661192891124
1283026,2021-10-17,Swaziland,Malawi,1500.0,1490.0494389204214,9.95056107957862
1282742,2021-10-17,Jersey,Denmark,1534.1216424801685,1473.4747253498792,60.64691713028924
1273715,2021-10-18,Namibia,Sri Lanka,1597.2378644340192,1422.7355768201976,174.50228761382164
1273714,2021-10-18,Netherlands,Ireland,1542.083899201244,1472.7684091227297,69.31549007851436
1283029,2021-10-19,Malawi,Ghana,1500.33576080958,1487.4218209886635,12.91393982091654
1283089,2021-10-19,Nigeria,Sierra Leone,1426.2268381865563,1500.0,-73.77316181344372
1283030,2021-10-19,Lesotho,Uganda,1489.6841476362215,1520.881695461515,-31.19754782529344
1283032,2021-10-19,Swaziland,Uganda,1489.7136781108413,1529.986163429293,-40.27248531845157
1282744,2021-10-19,Italy,Denmark,1489.9592168404556,1465.2027684770505,24.75644836340507
1273716,2021-10-19,Scotland,Papua New Guinea,1519.6497768691836,1521.233920722171,-1.5841438529873813
1273717,2021-10-19,Bangladesh,Oman,1481.566546642733,1516.5297198488802,-34.963173206147076
1282745,2021-10-19,Germany,Jersey,1546.2347096302326,1542.3935993529972,3.8411102772354297
1283034,2021-10-20,Swaziland,Ghana,1480.8676498046723,1497.793342977984,-16.92569317331163
1282746,2021-10-20,Italy,Jersey,1499.247872460986,1552.5041508897405,-53.25627842875451
1283036,2021-10-20,Rwanda,Lesotho,1475.070234869827,1480.5796796684435,-5.5094447986166415
1283033,2021-10-20,Malawi,Seychelles,1489.9642388202597,1499.338365817746,-9.374126997486428
1273719,2021-10-20,Sri Lanka,Ireland,1437.3744875100024,1484.7374144803198,-47.3629269703174
1273718,2021-10-20,Netherlands,Namibia,1530.114893843654,1582.5989537442144,-52.484059900560396
1283035,2021-10-20,Swaziland,Seychelles,1471.3544253946507,1489.0686222060401,-17.714196811389456
